file,exception
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/arithmetic/piecewise_linear_pauli_rotations.py,"CircuitError(
    ""Not enough qubits in the circuit, need at least ""
    ""{}."".format(self.num_state_qubits + 1)
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/arithmetic/piecewise_linear_pauli_rotations.py,"ValueError(""Mismatching sizes of breakpoints, slopes and offsets."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/arithmetic/weighted_adder.py,"ValueError(""Non-integer weights are not supported!"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/arithmetic/weighted_adder.py,"AttributeError(""The number of state qubits has not been set."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/arithmetic/weighted_adder.py,"ValueError(""Mismatching number of state qubits and weights."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/arithmetic/polynomial_pauli_rotations.py,"AttributeError(""The number of qubits has not been set."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/arithmetic/polynomial_pauli_rotations.py,"CircuitError(
    ""Not enough qubits in the circuit, need at least ""
    ""{}."".format(self.num_state_qubits + 1)
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/arithmetic/linear_amplitude_function.py,"ValueError(""Breakpoints must be unique and sorted."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/arithmetic/linear_amplitude_function.py,"ValueError(""Breakpoints must be included in domain."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/arithmetic/linear_amplitude_function.py,"ValueError(f""Size mismatch of slope ({size}) and offset ({len(offset)})."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/arithmetic/linear_amplitude_function.py,"ValueError(
    f""Size mismatch of slope ({size}) and breakpoints ({len(breakpoints)}).""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/arithmetic/linear_pauli_rotations.py,"AttributeError(""The number of qubits has not been set."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/arithmetic/linear_pauli_rotations.py,"CircuitError(
    ""Not enough qubits in the circuit, need at least ""
    ""{}."".format(self.num_state_qubits + 1)
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/arithmetic/quadratic_form.py,"ValueError(""Mismatching sizes of quadratic and linear."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/arithmetic/quadratic_form.py,"ValueError(
    ""If the number of result qubits is not specified, the quadratic ""
    ""form matrices/vectors/offset may not be parameterized.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/arithmetic/adders/vbe_ripple_carry_adder.py,"ValueError(""The number of qubits must be at least 1."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/arithmetic/adders/draper_qft_adder.py,"ValueError(""The DraperQFTAdder only supports 'half' and 'fixed' as ``kind``."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/arithmetic/adders/draper_qft_adder.py,"ValueError(""The number of qubits must be at least 1."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/arithmetic/adders/cdkm_ripple_carry_adder.py,"ValueError(""The number of qubits must be at least 1."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/arithmetic/multipliers/multiplier.py,"ValueError(""The number of qubits must be at least 1."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/arithmetic/multipliers/multiplier.py,"ValueError(
    ""Number of result qubits is smaller than number of input state qubits.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/arithmetic/multipliers/multiplier.py,"ValueError(
    ""Number of result qubits is larger than twice the number of input state qubits.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/arithmetic/multipliers/hrs_cumulative_multiplier.py,"NotImplementedError(""Only default adder is supported for modular multiplication."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/boolean_logic/quantum_xor.py,"CircuitError(""Bits in 'amount' exceed circuit width"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/generalized_gates/permutation.py,"CircuitError(
    ""Permutation pattern must be some ordering of 0..num_qubits-1 in a list.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/generalized_gates/permutation.py,"CircuitError(
    ""Permutation pattern must be some ordering of 0..num_qubits-1 in a list.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/generalized_gates/diagonal.py,"CircuitError(""Diagonal entries must be in a list or numpy array."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/generalized_gates/diagonal.py,"CircuitError(""The number of diagonal entries is not a positive power of 2."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/generalized_gates/diagonal.py,"CircuitError(""A diagonal element does not have absolute value one."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/generalized_gates/pauli.py,"CircuitError(
    f""Parameter string {parameter} should contain only 'I', 'X', 'Y', 'Z' characters""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/generalized_gates/pauli.py,"CircuitError(
    f""Parameter {parameter} should be a string of 'I', 'X', 'Y', 'Z' characters""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/generalized_gates/rv.py,"CircuitError(
    f""The {self.name} gate cannot be decomposed with unbound parameters""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/generalized_gates/linear_function.py,"CircuitError(
    ""A linear function must be represented either by a list, ""
    ""a numpy array, or a quantum circuit with linear gates.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/generalized_gates/linear_function.py,"CircuitError(
    ""A linear function must be represented by a square matrix.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/generalized_gates/linear_function.py,"CircuitError(""A linear function must be represented by a square matrix."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/generalized_gates/linear_function.py,"CircuitError(
    ""A linear function must be represented by an invertible matrix.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/generalized_gates/linear_function.py,"CircuitError(""The linear function is not a permutation"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/generalized_gates/linear_function.py,"CircuitError(""A linear quantum circuit can include only CX and SWAP gates."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/generalized_gates/mcmt.py,"AttributeError(""Need at least one control and one target qubit."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/generalized_gates/mcmt.py,"AttributeError(""Base gate must act on one qubit only."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/generalized_gates/mcmt.py,"AttributeError(
    ""The circuit you specified as control gate can only have one qubit!""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/generalized_gates/mcmt.py,"AttributeError(f""Invalid gate specified: {gate}"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/generalized_gates/mcmt.py,"QiskitError(""Insufficient number of ancilla qubits."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/n_local/two_local.py,"ValueError(f""Unknown layer name `{layer}`."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/n_local/two_local.py,"ValueError(f""Unknown layer type`{layer}`."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/n_local/two_local.py,"TypeError(
    f""Invalid input type {type(layer)}. "" + ""`layer` must be a type, str or QuantumCircuit.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/n_local/qaoa_ansatz.py,"ValueError(
    ""The operator representing the cost of the optimization problem is not set""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/n_local/qaoa_ansatz.py,"ValueError(
    ""The number of qubits of the initial state {} does not match ""
    ""the number of qubits of the cost operator {}"".format(
        self.initial_state.num_qubits, self.num_qubits
    )
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/n_local/qaoa_ansatz.py,"ValueError(
    ""The number of qubits of the mixer {} does not match ""
    ""the number of qubits of the cost operator {}"".format(
        self.mixer_operator.num_qubits, self.num_qubits
    )
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/n_local/n_local.py,"TypeError(""The value of reps should be int"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/n_local/n_local.py,"ValueError(""The value of reps should be larger than or equal to 0"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/n_local/n_local.py,"TypeError(f""Adding a {type(layer)} to an NLocal is not supported."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/n_local/n_local.py,"ValueError(""No number of qubits specified."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/n_local/n_local.py,"ValueError(""The blocks are not set."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/n_local/n_local.py,"ValueError(
    ""The length of ordered parameters must be equal to the number of ""
    ""settable parameters in the circuit ({}), but is {}"".format(
        self.num_parameters_settable, len(parameters)
    )
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/n_local/n_local.py,"ValueError(""The repetitions should be larger than or equal to 0"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/n_local/n_local.py,"ValueError(f""Invalid value of entanglement: {entanglement}"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/n_local/n_local.py,"ValueError(f""Invalid value of entanglement: {entanglement}"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/n_local/n_local.py,"ValueError(f""Invalid value of entanglement: {entanglement}"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/n_local/n_local.py,"ValueError(f""Invalid value of entanglement: {entanglement}"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/n_local/n_local.py,"ValueError(f""Invalid value of entanglement: {entanglement}"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/n_local/n_local.py,"ValueError(""`which` must be either `appended` or `prepended`."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/n_local/n_local.py,"ValueError(
    ""The number of block qubits must be smaller or equal to the number of ""
    ""qubits in the circuit.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/n_local/n_local.py,"ValueError(""Pairwise entanglement is not defined for blocks with more than 2 qubits."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/n_local/n_local.py,"ValueError(f""Unsupported entanglement type: {entanglement}"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/n_local/excitation_preserving.py,"ValueError(f""Unsupported mode {mode}, choose one of {supported_modes}"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/standard_gates/x.py,"AttributeError(f""Unsupported mode ({mode}) specified!"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/standard_gates/x.py,"AttributeError(""Something went wrong in the recursion, have less than 4 qubits."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/standard_gates/u.py,"CircuitError(""Controlled gate does not define base gate for extracting params"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/standard_gates/u.py,"CircuitError(""Controlled gate does not define base gate for extracting params"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/standard_gates/multi_control_rotation_gates.py,"QiskitError(f""The unitary must be a 2x2 matrix, but has shape {unitary.shape}."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/standard_gates/multi_control_rotation_gates.py,"QiskitError(f""The unitary in must be an unitary matrix, but is {unitary}."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/standard_gates/multi_control_rotation_gates.py,"QiskitError(""The unitary must have one real diagonal."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/standard_gates/multi_control_rotation_gates.py,"QiskitError(""The mcrz gate needs a single qubit as target."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/standard_gates/multi_control_rotation_gates.py,"QiskitError(""The mcrz gate needs a single qubit as target."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/standard_gates/multi_control_rotation_gates.py,"QiskitError(f""Unrecognized mode for building MCRY circuit: {mode}."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/standard_gates/multi_control_rotation_gates.py,"QiskitError(""The mcrz gate needs a single qubit as target."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/library/standard_gates/u3.py,"ValueError(""Cannot generate the gray code for less than 1 bit."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/circuit/random/utils.py,"CircuitError(""max_operands must be between 1 and 4"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm3/printer.py,"RuntimeError(
    f""This visitor does not know how to handle AST nodes of type '{node_type}',""
    f"" but was given '{node}'.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm3/printer.py,"QASM3ExporterError(
    ""'switch' statements are not stabilised in OpenQASM 3 yet.""
    "" To enable experimental support, set the flag""
    "" 'ExperimentalFeatures.SWITCH_CASE_V1' in the 'experimental' keyword""
    "" argument of the printer.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm3/__init__.py,QASM3ImporterError(str(exc))
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm3/__init__.py,QASM3ImporterError(str(exc))
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm3/exporter.py,KeyError(key)
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm3/exporter.py,"QASM3ExporterError(f""cannot reserve the keyword '{name}' as a variable name"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm3/exporter.py,"QASM3ExporterError(
    f""tried to reserve '{name}', but it is already used by '{table[name]}'""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm3/exporter.py,"QASM3ExporterError(
    f""tried to reserve '{name.string}', but it is already used by '{variable}'""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm3/exporter.py,"KeyError(f""'{variable}' is not defined in the current context"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm3/exporter.py,"QASM3ExporterError(  # pragma: no cover
    f""Not currently in the global context. Current contexts are: {self._circuit_ctx}""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm3/exporter.py,"QASM3ExporterError(  # pragma: no cover
    f""Tried to push a scope whose circuit needs {circuit.num_qubits} qubits, but only""
    f"" provided {len(qubits)} qubits to create the mapping.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm3/exporter.py,"QASM3ExporterError(  # pragma: no cover
    f""Tried to push a scope whose circuit needs {circuit.num_clbits} clbits, but only""
    f"" provided {len(clbits)} clbits to create the mapping.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm3/exporter.py,"QASM3ExporterError(  # pragma: no cover
    ""Tried to pop a scope from the current context, but there are no current scopes.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm3/exporter.py,"QASM3ExporterError(  # pragma: no cover
    ""Tried to pop the current context, but that is the global context.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm3/exporter.py,"QASM3ExporterError(  # pragma: no cover
    ""Tried to pop the current context while there are still""
    f"" {len(self._circuit_ctx[-1]) - 1} unclosed scopes.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm3/exporter.py,"QASM3ExporterError(
    ""Exporting opaque instructions with pulse-level calibrations is not yet supported by""
    "" the OpenQASM 3 exporter. Received this instruction, which appears opaque:""
    f""\n{instruction}""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm3/exporter.py,"QASM3ExporterError(
    ""Exporting subroutines with parameters is not yet supported by the OpenQASM 3""
    "" exporter. Received this instruction, which appears parameterized:""
    f""\n{instruction}""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm3/exporter.py,NotImplementedError
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm3/exporter.py,NotImplementedError
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm3/exporter.py,"QASM3ExporterError(
    f""Clbit {index} is in multiple registers, but 'alias_classical_registers' is""
    f"" False. Registers and indices: {found_bit.registers}.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm3/exporter.py,"QASM3ExporterError(
    ""'switch' statements are not stabilized in OpenQASM 3 yet.""
    "" To enable experimental support, set the flag""
    "" 'ExperimentalFeatures.SWITCH_CASE_V1' in the 'experimental' keyword""
    "" argument of the exporter.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm3/exporter.py,"QASM3ExporterError(
    ""The values in QASM 3 'for' loops must all be integers, but received""
    f"" '{indexset}'.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm3/exporter.py,"QASM3ExporterError(
    f""Found a delay instruction acting on classical bits: {instruction}""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm3/exporter.py,"QASM3ExporterError(f""'{value}' is not an integer"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/timing_constraints.py,"TranspilerError(
    f""Timing constraint {key} should be nonzero integer. Not {value}.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/layout.py,"LayoutError(""Layout constructor takes a dict"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/layout.py,"LayoutError(
    ""The map (%s -> %s) has to be a (Bit -> integer)""
    "" or the other way around."" % (type(value1), type(value2))
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/layout.py,"KeyError(f""The item {item} does not exist in the Layout"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/layout.py,"LayoutError(
    ""The key to remove should be of the form""
    "" Qubit or integer) and %s was provided"" % (type(key),)
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/layout.py,"LayoutError(""The method swap only works with elements of the same type."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/layout.py,"LayoutError(
    ""The wire_map_from_layouts() method does not support when the""
    "" other layout (another_layout) is smaller.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/layout.py,"LayoutError(""Expected a list of ints"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/layout.py,"LayoutError(""Duplicate values not permitted; Layout is bijective."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/layout.py,"LayoutError(
    f""Integer list length ({len(int_list)}) must equal number of qubits ""
    f""in circuit ({num_qubits}): {int_list}.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/layout.py,"LayoutError(""Duplicate values not permitted; Layout is bijective."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/layout.py,"LayoutError(""The list should contain elements of the Bits or NoneTypes"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/passmanager.py,"TranspilerError(f""Index to replace {index} does not exists"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/passmanager.py,"TranspilerError(f""Index to replace {index} does not exists"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/passmanager.py,"TypeError(
    f""unsupported operand type + for {self.__class__} and {other.__class__}""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/passmanager.py,"TranspilerError(
    ""%s is not a BasePass or FlowController instance "" % pass_.__class__
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/passmanager.py,ValueError(msg.getvalue())
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/passmanager.py,"AttributeError(f""{stage} is not a valid stage."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/passmanager.py,"TranspilerError(""Recursive definition of StagedPassManager disallowed."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/passmanager.py,NotImplementedError
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/passmanager.py,NotImplementedError
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/passmanager.py,NotImplementedError
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/passmanager.py,NotImplementedError
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/passmanager.py,NotImplementedError
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/target.py,"ValueError(
    ""The value of num_qubits specified does not match the ""
    ""length of the input qubit_properties list""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/target.py,"TranspilerError(
    ""A name must be specified when defining a supported global operation by class""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/target.py,"TranspilerError(
    ""An instruction added globally by class can't have properties set.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/target.py,"AttributeError(""Instruction %s is already in the target"" % instruction_name)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/target.py,"TranspilerError(
    f""The number of qubits for {instruction} does not match the number ""
    f""of qubits in the properties dictionary: {qarg}""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/target.py,"KeyError(f""Provided instruction: '{instruction}' not in this Target"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/target.py,"KeyError(f""Provided qarg: '{qargs}' not in this Target for {instruction}"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/target.py,"QiskitError(
    f""Schedules for {inst_name} are defined non-uniformly for ""
    f""multiple qubit lengths {qlen}, ""
    f""or different parameter names {param_names}. ""
    ""Provide these schedules with inst_name_map or define them with ""
    ""different names for different gate parameters.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/target.py,"KeyError(f""{qargs} not in target."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/target.py,"KeyError(f""{qargs} not in target."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/target.py,"KeyError(f""{qargs} not in target."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/target.py,"KeyError(f""{qargs} not in target."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/target.py,"KeyError(
    f""Calibration of instruction {operation_name} for qubit {qargs} is not defined.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/target.py,"ValueError(
    ""Specified two_q_gate: %s is not a 2 qubit instruction"" % two_q_gate
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/target.py,"KeyError(
    f""The specified basis gate: {gate} is not present in the standard gate ""
    ""names or a provided custom_name_mapping""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/target.py,"KeyError(
    f""The specified basis gate: {gate} is not present in the standard gate ""
    ""names or a provided custom_name_mapping""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/target.py,"TranspilerError(
    f""The specified basis gate: {gate} has {gate_obj.num_qubits} ""
    ""qubits. This constructor method only supports fixed width operations ""
    ""with <= 2 qubits (because connectivity is defined on a CouplingMap).""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/basepasses.py,NotImplementedError
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/fencedobjs.py,"TranspilerError(
    ""The fenced %s has the property %s protected""
    % (type(object.__getattribute__(self, ""_wrapped"")), name)
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/coupling.py,"CouplingError(""Physical qubits should be integers."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/coupling.py,"CouplingError(
    ""The physical qubit %s is already in the coupling graph"" % physical_qubit
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/coupling.py,"CouplingError(""%s not in coupling graph"" % physical_qubit1)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/coupling.py,"CouplingError(""%s not in coupling graph"" % physical_qubit2)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/coupling.py,"CouplingError(f""No path from {physical_qubit1} to {physical_qubit2}"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/coupling.py,"CouplingError(
    f""Nodes {str(physical_qubit1)} and {str(physical_qubit2)} are not connected""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/coupling.py,"CouplingError(""coupling_map must be connected."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/runningpassmanager.py,"TranspilerError(""The flow controller parameter %s is not callable"" % name)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/runningpassmanager.py,"TranspilerError(
    ""Expecting type BasePass or FlowController, got %s."" % type(pass_)
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/runningpassmanager.py,"TranspilerError(
    ""Transformation passes should return a transformed dag.""
    ""The pass %s is returning a %s"" % (type(pass_).__name__, type(new_dag))
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/runningpassmanager.py,"TranspilerError(""I dont know how to handle this type of pass"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/runningpassmanager.py,"KeyError(""Flow controller not found: %s"" % name)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/runningpassmanager.py,"TranspilerError(""The controller needs a condition."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/runningpassmanager.py,"TranspilerError(""The controllers for %s are not registered"" % partial_controller)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/runningpassmanager.py,"TranspilerError(""Maximum iteration reached. max_iteration=%i"" % self.max_iteration)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/instruction_durations.py,"TranspilerError(
    ""Each entry of inst_durations dictionary must be ""
    ""(inst_name, qubits, duration) or ""
    ""(inst_name, qubits, duration, unit) or""
    ""(inst_name, qubits, duration, parameters) or""
    ""(inst_name, qubits, duration, parameters, unit) ""
    f""received {inst_durations[i]}.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/transpiler/instruction_durations.py,"TranspilerError(f""None duration for {inst_durations[i]}."")"
